"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Seated Calf Raise",,"No tib raises at fidi /10 volume, hold a yoga block in between",0,"normal",9,20,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Seated Calf Raise",,"No tib raises at fidi /10 volume, hold a yoga block in between",1,"normal",11.5,15,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Seated Calf Raise",,"No tib raises at fidi /10 volume, hold a yoga block in between",2,"normal",11.5,15,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Seated Calf Raise",,"No tib raises at fidi /10 volume, hold a yoga block in between",3,"normal",11.5,15,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Chest Press (Machine)",,"Fidi Life Fitness",0,"warmup",70,10,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Chest Press (Machine)",,"Fidi Life Fitness",1,"normal",110,10,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Chest Press (Machine)",,"Fidi Life Fitness",2,"normal",110,10,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Chest Press (Machine)",,"Fidi Life Fitness",3,"normal",110,10,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Assisted Pistol Squats",,"First time with band, off blue box. Then the rest no band",0,"normal",,20,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Assisted Pistol Squats",,"First time with band, off blue box. Then the rest no band",1,"normal",,20,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Assisted Pistol Squats",,"First time with band, off blue box. Then the rest no band",2,"normal",,20,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Single Leg Romanian Deadlift (Dumbbell)",,"Using band",0,"normal",61.6,12,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Single Leg Romanian Deadlift (Dumbbell)",,"Using band",1,"normal",61.6,16,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Single Leg Romanian Deadlift (Dumbbell)",,"Using band",2,"normal",61.6,20,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Bulgarian Split Squat (Dumbbell)",,"Using band",0,"normal",61.6,12,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Bulgarian Split Squat (Dumbbell)",,"Using band",1,"normal",61.6,16,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Bulgarian Split Squat (Dumbbell)",,"Using band",2,"normal",44,20,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Hip Abduction (Machine)",,"Fidi hoist, /10 volume deflation",0,"normal",11,10,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Hip Abduction (Machine)",,"Fidi hoist, /10 volume deflation",1,"normal",13,10,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Hip Abduction (Machine)",,"Fidi hoist, /10 volume deflation",2,"normal",14,10,,,
"Single leg","3 Sep 2026, 20:08","3 Sep 2026, 21:09","","Hip Abduction (Machine)",,"Fidi hoist, /10 volume deflation",3,"normal",15,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",110,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",121,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",143,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",143,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Band)",,"",0,"warmup",11,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Band)",,"",1,"normal",12.1,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Band)",,"",2,"normal",14.3,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Band)",,"",3,"normal",14.3,10,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Trap bar)",,"Different trap bar hurt less on the hands, fidi in free weight section",0,"warmup",135,8,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Trap bar)",,"Different trap bar hurt less on the hands, fidi in free weight section",1,"normal",225,8,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Trap bar)",,"Different trap bar hurt less on the hands, fidi in free weight section",2,"normal",275,6,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Trap bar)",,"Different trap bar hurt less on the hands, fidi in free weight section",3,"normal",275,6,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Deadlift (Trap bar)",,"Different trap bar hurt less on the hands, fidi in free weight section",4,"normal",295,6,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Calf Raise",,"No tib raises at fidi /10 volume. Hold a yoga block in between",0,"normal",9,15,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Calf Raise",,"No tib raises at fidi /10 volume. Hold a yoga block in between",1,"normal",9,15,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Calf Raise",,"No tib raises at fidi /10 volume. Hold a yoga block in between",2,"normal",9,15,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Seated Calf Raise",,"No tib raises at fidi /10 volume. Hold a yoga block in between",3,"normal",9,15,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Incline Bench Press (Barbell)",,"",0,"normal",135,6,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Incline Bench Press (Barbell)",,"",1,"normal",135,6,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Incline Bench Press (Barbell)",,"",2,"normal",135,8,,,
"Full body","2 Sep 2026, 20:11","2 Sep 2026, 21:28","","Incline Bench Press (Barbell)",,"",3,"normal",135,8,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Squat (Barbell)",,"Better than anticipated",0,"warmup",4.5,10,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Squat (Barbell)",,"Better than anticipated",1,"warmup",135,8,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Squat (Barbell)",,"Better than anticipated",2,"normal",185,8,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Squat (Barbell)",,"Better than anticipated",3,"normal",225,5,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Squat (Barbell)",,"Better than anticipated",4,"normal",225,5,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Squat (Barbell)",,"Better than anticipated",5,"normal",235,5,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Single Leg Extensions",,"",0,"normal",80,20,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Single Leg Extensions",,"",1,"normal",80,20,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Single Leg Extensions",,"",2,"normal",90,20,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Single Leg Extensions",,"",3,"normal",100,20,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Lying Leg Curl (Machine)",,"Single leg. Why is my right side so much weaker",0,"warmup",60,10,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Lying Leg Curl (Machine)",,"Single leg. Why is my right side so much weaker",1,"normal",20,16,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Lying Leg Curl (Machine)",,"Single leg. Why is my right side so much weaker",2,"normal",20,16,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Lying Leg Curl (Machine)",,"Single leg. Why is my right side so much weaker",3,"normal",20,20,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Single Leg Hip Thrust (Dumbbell)",,"Right side is so weak. GluteLiftElite machine",0,"normal",40,20,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Single Leg Hip Thrust (Dumbbell)",,"Right side is so weak. GluteLiftElite machine",1,"normal",55,20,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Single Leg Hip Thrust (Dumbbell)",,"Right side is so weak. GluteLiftElite machine",2,"normal",55,24,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Back Extension (Weighted Hyperextension)",,"Regular plate",0,"normal",45,12,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Back Extension (Weighted Hyperextension)",,"Regular plate",1,"normal",55,12,,,
"Hamstring havoc","31 Aug 2026, 19:01","31 Aug 2026, 20:06","","Back Extension (Weighted Hyperextension)",,"Regular plate",2,"normal",55,12,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Single Leg Hip Thrust (Dumbbell)",,"Barbell",0,"normal",45,20,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Single Leg Hip Thrust (Dumbbell)",,"Barbell",1,"normal",45,24,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Single Leg Hip Thrust (Dumbbell)",,"Barbell",2,"normal",45,24,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Bulgarian Split Squat (Dumbbell)",,"Kettlebell. Used red band tied to kettlebell",0,"normal",44,20,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Bulgarian Split Squat (Dumbbell)",,"Kettlebell. Used red band tied to kettlebell",1,"normal",44,20,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Bulgarian Split Squat (Dumbbell)",,"Kettlebell. Used red band tied to kettlebell",2,"normal",44,20,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",44,20,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",44,20,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",44,20,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Kettlebell Swing",,"",0,"normal",4.4,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Kettlebell Swing",,"",1,"normal",4.4,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Kettlebell Swing",,"",2,"normal",4.4,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Kettlebell Around the World",,"",0,"normal",4.4,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Kettlebell Around the World",,"",1,"normal",4.4,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Kettlebell Around the World",,"",2,"normal",4.4,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",100,8,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",100,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",100,10,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Incline Bench Press (Dumbbell)",,"",3,"normal",100,12,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Seated Calf Raise",,"Superset with seated tibs at chelsea. /10 volume",0,"normal",9,15,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Seated Calf Raise",,"Superset with seated tibs at chelsea. /10 volume",1,"normal",9,15,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Seated Calf Raise",,"Superset with seated tibs at chelsea. /10 volume",2,"normal",9,15,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Seated Row (Machine)",,"",0,"normal",100,12,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Seated Row (Machine)",,"",1,"normal",130,12,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Seated Row (Machine)",,"",2,"normal",130,12,,,
"Slow day at the office","28 Aug 2026, 19:21","28 Aug 2026, 21:03","","Seated Row (Machine)",,"",3,"normal",130,12,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Iso-Lateral Chest Press (Machine)",,"",0,"normal",90,10,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Iso-Lateral Chest Press (Machine)",,"",1,"normal",90,10,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Iso-Lateral Chest Press (Machine)",,"",2,"normal",90,10,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Reverse Grip Lat Pulldown (Cable)",,"Front pulldown fidi",0,"normal",140,10,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Reverse Grip Lat Pulldown (Cable)",,"Front pulldown fidi",1,"normal",160,10,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Reverse Grip Lat Pulldown (Cable)",,"Front pulldown fidi",2,"normal",160,10,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Reverse Grip Lat Pulldown (Cable)",,"Front pulldown fidi",3,"normal",160,10,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Incline Bench Press (Barbell)",,"",0,"normal",135,6,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Incline Bench Press (Barbell)",,"",1,"normal",135,6,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Incline Bench Press (Barbell)",,"",2,"normal",135,6,,,
"Slow","26 Aug 2026, 21:08","26 Aug 2026, 21:49","Doomscrolling a lot","Incline Bench Press (Barbell)",,"",3,"normal",135,6,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Assisted Pistol Squats",,"Gray box - 4th set did with band around knee",0,"normal",,10,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Assisted Pistol Squats",,"Gray box - 4th set did with band around knee",1,"normal",,10,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Assisted Pistol Squats",,"Gray box - 4th set did with band around knee",2,"normal",,12,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Assisted Pistol Squats",,"Gray box - 4th set did with band around knee",3,"normal",,16,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Standing Calf Raise",,"Stand on two five pound plates",0,"normal",,20,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Standing Calf Raise",,"Stand on two five pound plates",1,"normal",,36,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Standing Calf Raise",,"Stand on two five pound plates",2,"normal",,44,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Standing Calf Raise",,"Stand on two five pound plates",3,"normal",,40,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Romanian Deadlift (Dumbbell)",,"3rd set put band around knee and felt it help form",0,"normal",48.4,10,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Romanian Deadlift (Dumbbell)",,"3rd set put band around knee and felt it help form",1,"normal",48.4,12,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Romanian Deadlift (Dumbbell)",,"3rd set put band around knee and felt it help form",2,"normal",48.4,16,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Single Leg Romanian Deadlift (Dumbbell)",,"3rd set put band around knee and felt it help form",3,"normal",48.4,20,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Deadlift (Trap bar)",,"Fidi / regular bar hurts my hand more. Need to lock my lats more",0,"warmup",135,10,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Deadlift (Trap bar)",,"Fidi / regular bar hurts my hand more. Need to lock my lats more",1,"normal",225,8,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Deadlift (Trap bar)",,"Fidi / regular bar hurts my hand more. Need to lock my lats more",2,"normal",275,6,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Deadlift (Trap bar)",,"Fidi / regular bar hurts my hand more. Need to lock my lats more",3,"normal",275,6,,,
"Evening workout 🏋️","25 Aug 2026, 18:40","25 Aug 2026, 19:41","","Deadlift (Trap bar)",,"Fidi / regular bar hurts my hand more. Need to lock my lats more",4,"normal",225,2,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Belt Squat (Machine)",,"Felt good until the last set",0,"warmup",10,10,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Belt Squat (Machine)",,"Felt good until the last set",1,"normal",90,10,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Belt Squat (Machine)",,"Felt good until the last set",2,"normal",180,10,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Belt Squat (Machine)",,"Felt good until the last set",3,"normal",180,10,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Belt Squat (Machine)",,"Felt good until the last set",4,"failure",270,5,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Squat (Barbell)",,"Squat shoes make such a difference wow",0,"warmup",4.5,12,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Squat (Barbell)",,"Squat shoes make such a difference wow",1,"warmup",135,8,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Squat (Barbell)",,"Squat shoes make such a difference wow",2,"normal",185,6,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Squat (Barbell)",,"Squat shoes make such a difference wow",3,"normal",225,5,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Squat (Barbell)",,"Squat shoes make such a difference wow",4,"normal",225,5,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Back Extension (Weighted Hyperextension)",,"Chelsea glute builder machine",0,"normal",45,10,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Back Extension (Weighted Hyperextension)",,"Chelsea glute builder machine",1,"normal",45,12,,,
"Evening workout 🏋️","24 Aug 2026, 20:55","24 Aug 2026, 21:59","","Back Extension (Weighted Hyperextension)",,"Chelsea glute builder machine",2,"normal",45,12,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Step Up",,"Bodyweight mccarren park",0,"normal",,20,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Step Up",,"Bodyweight mccarren park",1,"normal",,20,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Step Up",,"Bodyweight mccarren park",2,"normal",,20,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Step Up",,"Bodyweight mccarren park",3,"normal",,20,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Step Up",,"Bodyweight mccarren park",4,"normal",,20,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Push Up",,"",0,"normal",,10,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Push Up",,"",1,"normal",,10,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Push Up",,"",2,"normal",,12,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Push Up",,"",3,"normal",,15,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Push Up",,"",4,"normal",,15,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Chin Up",,"",0,"normal",,3,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Chin Up",,"",1,"normal",,3,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Chin Up",,"",2,"normal",,3,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Chin Up",,"",3,"normal",,3,,,
"McCarren park body weight","20 Aug 2026, 23:14","20 Aug 2026, 23:38","","Chin Up",,"",4,"normal",,3,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Deadlift (Trap bar)",,"",0,"warmup",135,10,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Deadlift (Trap bar)",,"",1,"warmup",135,10,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Deadlift (Trap bar)",,"",2,"normal",225,10,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Deadlift (Trap bar)",,"",3,"normal",275,8,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Deadlift (Trap bar)",,"",4,"normal",275,8,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Back Extension (Weighted Hyperextension)",,"Barbell",0,"normal",45,10,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Back Extension (Weighted Hyperextension)",,"Barbell",1,"normal",45,10,,,
"Back","18 Aug 2026, 22:25","18 Aug 2026, 22:58","","Back Extension (Weighted Hyperextension)",,"Barbell",2,"normal",45,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Leg Press (Machine)",,"",0,"normal",180,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Leg Press (Machine)",,"",1,"normal",180,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Leg Press (Machine)",,"",2,"normal",270,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Leg Press (Machine)",,"",3,"normal",270,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Leg Press (Machine)",,"",4,"normal",270,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Standing Calf Raise (Barbell)",0,"/10 volume",0,"normal",13.5,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Standing Calf Raise (Barbell)",0,"/10 volume",1,"normal",18.5,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Standing Calf Raise (Barbell)",0,"/10 volume",2,"normal",18.5,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Standing Calf Raise (Barbell)",0,"/10 volume",3,"normal",22.5,10,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Squat (Barbell)",0,"Feeling better. Barefoot on a 10lbs green plate for ankle elevation.",0,"warmup",4.5,12,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Squat (Barbell)",0,"Feeling better. Barefoot on a 10lbs green plate for ankle elevation.",1,"warmup",135,8,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Squat (Barbell)",0,"Feeling better. Barefoot on a 10lbs green plate for ankle elevation.",2,"normal",185,6,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Squat (Barbell)",0,"Feeling better. Barefoot on a 10lbs green plate for ankle elevation.",3,"normal",185,6,,,
"Legs","17 Aug 2026, 21:13","17 Aug 2026, 22:05","","Squat (Barbell)",0,"Feeling better. Barefoot on a 10lbs green plate for ankle elevation.",4,"normal",225,5,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",,20,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",48.4,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Bulgarian Split Squat (Dumbbell)",,"",2,"normal",48.4,20,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Bulgarian Split Squat (Dumbbell)",,"",3,"normal",48.4,20,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",48.4,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",48.4,16,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",48.4,16,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Kettlebell Swing",,"",0,"normal",4.84,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Kettlebell Swing",,"",1,"normal",4.84,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Kettlebell Swing",,"",2,"normal",4.84,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Kettlebell Around the World",,"",0,"normal",4.84,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Kettlebell Around the World",,"",1,"normal",4.84,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Kettlebell Around the World",,"",2,"normal",4.84,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Hip Adduction (Machine)",,"Hammer strength feels lighter",0,"normal",10,10,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Hip Adduction (Machine)",,"Hammer strength feels lighter",1,"normal",13,12,,,
"Infinite legs","14 Aug 2026, 18:18","14 Aug 2026, 19:07","","Hip Adduction (Machine)",,"Hammer strength feels lighter",2,"normal",16,12,,,
