"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Elliptical Trainer",,"",0,"normal",,,1,705,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Leg Extension (Machine)",,"Feet pointed, 10x straight, 10x outward, 10x inward",0,"normal",50,20,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Leg Extension (Machine)",,"Feet pointed, 10x straight, 10x outward, 10x inward",1,"normal",50,30,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Leg Extension (Machine)",,"Feet pointed, 10x straight, 10x outward, 10x inward",2,"normal",55,30,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Leg Extension (Machine)",,"Feet pointed, 10x straight, 10x outward, 10x inward",3,"normal",60,30,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Reverse Hyperextension",,"Focus on squeezing glute hams not back",0,"normal",50,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Reverse Hyperextension",,"Focus on squeezing glute hams not back",1,"normal",50,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Reverse Hyperextension",,"Focus on squeezing glute hams not back",2,"normal",50,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Lying Leg Curl (Machine)",,"",0,"normal",80,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Lying Leg Curl (Machine)",,"",1,"normal",80,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Lying Leg Curl (Machine)",,"",2,"normal",80,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Lat Pulldown (Cable)",,"Regular grip, scootch in",0,"normal",110,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Lat Pulldown (Cable)",,"Regular grip, scootch in",1,"normal",121,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Lat Pulldown (Cable)",,"Regular grip, scootch in",2,"normal",121,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Hip Adduction (Machine)",,"Hoist fidi",0,"normal",10,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Hip Adduction (Machine)",,"Hoist fidi",1,"normal",12,10,,,
"No ankle","14 Apr 2026, 07:48","14 Apr 2026, 08:51","","Hip Adduction (Machine)",,"Hoist fidi",2,"normal",12,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Incline Bench Press (Dumbbell)",,"",0,"warmup",45,12,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Incline Bench Press (Dumbbell)",,"",1,"warmup",45,12,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Incline Bench Press (Dumbbell)",,"",2,"normal",95,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Incline Bench Press (Dumbbell)",,"",3,"normal",135,6,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Incline Bench Press (Dumbbell)",,"",4,"normal",135,7,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Dead Hang",,"",0,"normal",,,,30,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Dead Hang",,"",1,"normal",,,,30,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Dead Hang",,"",2,"normal",,,,30,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Dead Hang",,"",3,"normal",,,,30,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","T Bar Row",,"",0,"normal",5,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","T Bar Row",,"",1,"normal",45,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","T Bar Row",,"",2,"normal",70,8,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","T Bar Row",,"",3,"normal",70,8,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","T Bar Row",,"",4,"normal",70,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Iso-Lateral Chest Press (Machine)",,"",0,"warmup",5,12,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",90,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",140,8,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",140,7,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Hip Adduction (Machine)",,"Hoist 5b",0,"normal",10,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Hip Adduction (Machine)",,"Hoist 5b",1,"normal",8,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Hip Adduction (Machine)",,"Hoist 5b",2,"normal",8,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Hip Abduction (Machine)",,"Hoist 5b",0,"normal",8,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Hip Abduction (Machine)",,"Hoist 5b",1,"normal",9,10,,,
"Evening workout 🏋️","7 Apr 2026, 21:08","7 Apr 2026, 21:58","","Hip Abduction (Machine)",,"Hoist 5b",2,"normal",10,10,,,
"Evening workout 🏋️","2 Apr 2026, 18:42","2 Apr 2026, 20:24","","Climbing",,"",0,"normal",,,,6000,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Leg Press (Machine)",,"",0,"normal",90,10,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Squat (Barbell)",,"Chelsea location had a dedicated angle thingy which was nice",0,"warmup",45,10,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Squat (Barbell)",,"Chelsea location had a dedicated angle thingy which was nice",1,"warmup",45,10,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Squat (Barbell)",,"Chelsea location had a dedicated angle thingy which was nice",2,"normal",135,7,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Squat (Barbell)",,"Chelsea location had a dedicated angle thingy which was nice",3,"normal",155,7,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Squat (Barbell)",,"Chelsea location had a dedicated angle thingy which was nice",4,"normal",155,7,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Squat (Barbell)",,"Chelsea location had a dedicated angle thingy which was nice",5,"normal",155,7,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Deadlift (Barbell)",,"",0,"warmup",135,8,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Deadlift (Barbell)",,"",1,"normal",185,8,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Deadlift (Barbell)",,"",2,"normal",185,8,,,
"Evening workout 🏋️","1 Apr 2026, 19:22","1 Apr 2026, 20:26","","Air Bike",,"2.43mi",0,"normal",,,,568,
"So out of it","31 Mar 2026, 19:58","31 Mar 2026, 20:49","","Stretching",,"",0,"normal",,,,2320,
"So out of it","31 Mar 2026, 19:58","31 Mar 2026, 20:49","","Hip Abduction (Machine)",,"Hoist fidi",0,"normal",13,10,,,
"So out of it","31 Mar 2026, 19:58","31 Mar 2026, 20:49","","Hip Abduction (Machine)",,"Hoist fidi",1,"normal",13,10,,,
"So out of it","31 Mar 2026, 19:58","31 Mar 2026, 20:49","","Hip Abduction (Machine)",,"Hoist fidi",2,"normal",13,10,,,
"So out of it","31 Mar 2026, 19:58","31 Mar 2026, 20:49","","Hip Adduction (Machine)",,"Hoist fidi",0,"normal",12,10,,,
"So out of it","31 Mar 2026, 19:58","31 Mar 2026, 20:49","","Hip Adduction (Machine)",,"Hoist fidi",1,"normal",12,10,,,
"So out of it","31 Mar 2026, 19:58","31 Mar 2026, 20:49","","Hip Adduction (Machine)",,"Hoist fidi",2,"normal",12,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Stretching",,"Light cardio to ease into things with muay thai kicks, boxing rythmn bag, box jumpe, and dead gangs",0,"normal",,,,1200,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Iso-Lateral Low Row",,"",0,"warmup",90,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Iso-Lateral Low Row",,"",1,"normal",140,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Iso-Lateral Low Row",,"",2,"normal",140,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Iso-Lateral Low Row",,"",3,"normal",140,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Triceps Extension (Barbell)",,"Ezcurl",0,"dropset",40,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Triceps Extension (Barbell)",,"Ezcurl",1,"dropset",40,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Triceps Extension (Barbell)",,"Ezcurl",2,"dropset",40,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Overhead Press (Barbell)",,"Ezcurl",0,"dropset",40,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Overhead Press (Barbell)",,"Ezcurl",1,"dropset",40,10,,,
"Just getting some movement in","11 Mar 2026, 21:06","11 Mar 2026, 21:50","","Overhead Press (Barbell)",,"Ezcurl",2,"dropset",40,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",42.5,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",42.5,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",42.5,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Dead Hang",,"",0,"normal",,,,30,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Dead Hang",,"",1,"normal",,,,30,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Dead Hang",,"",2,"normal",,,,30,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Box Jump",,"",0,"normal",,5,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Box Jump",,"",1,"normal",,5,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Box Jump",,"",2,"normal",,5,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Incline Chest Press (Machine)",,"Bo volume deflation",0,"warmup",80,15,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Incline Chest Press (Machine)",,"Bo volume deflation",1,"normal",120,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Incline Chest Press (Machine)",,"Bo volume deflation",2,"normal",120,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Incline Chest Press (Machine)",,"Bo volume deflation",3,"normal",120,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","EZ Bar Biceps Curl",,"21’s",0,"normal",30,21,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","EZ Bar Biceps Curl",,"21’s",1,"normal",30,21,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","EZ Bar Biceps Curl",,"21’s",2,"normal",30,21,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Hack Squat (Machine)",,"",0,"warmup",90,8,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Hack Squat (Machine)",,"",1,"warmup",90,10,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Hack Squat (Machine)",,"",2,"normal",180,8,,,
"Evening workout 🏋️","10 Mar 2026, 20:35","10 Mar 2026, 21:34","","Hack Squat (Machine)",,"",3,"normal",180,8,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Hip Abduction (Machine)",,"Lifefitness union square",0,"normal",13,15,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Hip Abduction (Machine)",,"Lifefitness union square",1,"normal",16,15,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Hip Abduction (Machine)",,"Lifefitness union square",2,"normal",16,15,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Hip Abduction (Machine)",,"Lifefitness union square",3,"normal",17.5,15,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Glute Kickback (Machine)",,"Glute coaster union square, weight /10",0,"normal",12,20,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Glute Kickback (Machine)",,"Glute coaster union square, weight /10",1,"normal",17,20,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Glute Kickback (Machine)",,"Glute coaster union square, weight /10",2,"normal",20,20,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Glute Kickback (Machine)",,"Glute coaster union square, weight /10",3,"normal",20,20,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Back Extension (Weighted Hyperextension)",,"Union sq booty builder machine. Really nice",0,"normal",35,10,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Back Extension (Weighted Hyperextension)",,"Union sq booty builder machine. Really nice",1,"normal",80,12,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Back Extension (Weighted Hyperextension)",,"Union sq booty builder machine. Really nice",2,"normal",80,15,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Lat Pulldown (Cable)",,"Maggrip, scootch in and feel stretch first",0,"normal",105,10,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Lat Pulldown (Cable)",,"Maggrip, scootch in and feel stretch first",1,"normal",120,10,,,
"Quick Union sq","9 Mar 2026, 22:24","9 Mar 2026, 22:51","","Lat Pulldown (Cable)",,"Maggrip, scootch in and feel stretch first",2,"normal",120,10,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Squat (Barbell)",,"Put 2.5’s under my heels maybe i shkuld go back to squat shoes",0,"warmup",45,10,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Squat (Barbell)",,"Put 2.5’s under my heels maybe i shkuld go back to squat shoes",1,"normal",135,5,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Squat (Barbell)",,"Put 2.5’s under my heels maybe i shkuld go back to squat shoes",2,"normal",185,5,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Squat (Barbell)",,"Put 2.5’s under my heels maybe i shkuld go back to squat shoes",3,"normal",205,5,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Squat (Barbell)",,"Put 2.5’s under my heels maybe i shkuld go back to squat shoes",4,"normal",205,5,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Hip Abduction (Machine)",,"",0,"normal",10,10,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Hip Abduction (Machine)",,"",1,"normal",13,10,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Hip Abduction (Machine)",,"",2,"normal",15,10,,,
"Evening workout 🏋️","4 Mar 2026, 21:09","4 Mar 2026, 21:49","","Hip Abduction (Machine)",,"",3,"normal",16,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Single Leg Standing Calf Raise",,"",0,"normal",,30,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Single Leg Standing Calf Raise",,"",1,"normal",,30,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Single Leg Standing Calf Raise",,"",2,"normal",,20,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Kettlebell Goblet Squat",,"",0,"normal",42.5,8,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Kettlebell Goblet Squat",,"",1,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Kettlebell Goblet Squat",,"",2,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Kettlebell Around the World",,"",0,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Kettlebell Around the World",,"",1,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Kettlebell Around the World",,"",2,"normal",42.5,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Clamshell",,"90/90’s",0,"warmup",,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Clamshell",,"90/90’s",1,"normal",,20,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Clamshell",,"90/90’s",2,"normal",,20,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Flutter Kicks",,"",0,"normal",,30,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Flutter Kicks",,"",1,"normal",,30,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Crunch",,"Bicylce",0,"normal",,20,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Crunch",,"Bicylce",1,"normal",,20,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Incline Chest Press (Machine)",,"/2 volume deflation",0,"warmup",40,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Incline Chest Press (Machine)",,"/2 volume deflation",1,"normal",50,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Incline Chest Press (Machine)",,"/2 volume deflation",2,"normal",50,12,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Incline Chest Press (Machine)",,"/2 volume deflation",3,"normal",60,12,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Lat Pulldown (Cable)",,"regular wide grip remember to scootch up to feel stretch before going",0,"normal",99,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Lat Pulldown (Cable)",,"regular wide grip remember to scootch up to feel stretch before going",1,"normal",110,10,,,
"Light","2 Mar 2026, 19:17","2 Mar 2026, 20:09","","Lat Pulldown (Cable)",,"regular wide grip remember to scootch up to feel stretch before going",2,"normal",110,10,,,
"Morning workout ☀️","27 Feb 2026, 09:13","27 Feb 2026, 09:47","","Incline Bench Press (Dumbbell)",,"",0,"normal",110,10,,,
"Morning workout ☀️","27 Feb 2026, 09:13","27 Feb 2026, 09:47","","Incline Bench Press (Dumbbell)",,"",1,"normal",110,10,,,
"Morning workout ☀️","27 Feb 2026, 09:13","27 Feb 2026, 09:47","","Incline Bench Press (Dumbbell)",,"",2,"normal",110,10,,,
"Morning workout ☀️","27 Feb 2026, 09:13","27 Feb 2026, 09:47","","Lateral Raise (Dumbbell)",,"",0,"normal",30,8,,,
"Morning workout ☀️","27 Feb 2026, 09:13","27 Feb 2026, 09:47","","Lateral Raise (Dumbbell)",,"",1,"normal",30,8,,,
"Morning workout ☀️","27 Feb 2026, 09:13","27 Feb 2026, 09:47","","Lateral Raise (Dumbbell)",,"",2,"normal",30,8,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Stair Machine (Steps)",,"",0,"normal",,,,365,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",97,5,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",97,8,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",97,10,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",117,8,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Squat (Barbell)",,"Hit good depth",0,"warmup",45,10,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Squat (Barbell)",,"Hit good depth",1,"normal",135,6,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Squat (Barbell)",,"Hit good depth",2,"normal",135,6,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Squat (Barbell)",,"Hit good depth",3,"normal",185,6,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Squat (Barbell)",,"Hit good depth",4,"normal",185,6,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Box Jump",,"24in crunch",0,"normal",,5,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Box Jump",,"24in crunch",1,"normal",,5,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Box Jump",,"24in crunch",2,"normal",,5,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Box Jump",,"24in crunch",3,"normal",,5,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Chin Up",,"Hammer grip",0,"normal",,2,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Chin Up",,"Hammer grip",1,"normal",,2,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Chin Up",,"Hammer grip",2,"normal",,2,,,
"Back at crunch, forgot clothes","26 Feb 2026, 07:24","26 Feb 2026, 08:38","","Stretching",,"Step down",0,"normal",,,,1130,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Stair Machine (Steps)",,"",0,"normal",,,,303,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Incline Bench Press (Dumbbell)",,"",0,"normal",110,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Incline Bench Press (Dumbbell)",,"",1,"normal",110,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Incline Bench Press (Dumbbell)",,"",2,"normal",110,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Lateral Raise (Dumbbell)",,"",0,"normal",25,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Lateral Raise (Dumbbell)",,"",1,"normal",25,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Lateral Raise (Dumbbell)",,"",2,"normal",25,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Lat Pulldown (Cable)",,"shoulder width mag grips",0,"normal",100,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Lat Pulldown (Cable)",,"shoulder width mag grips",1,"normal",130,10,,,
"Slow","19 Feb 2026, 07:58","19 Feb 2026, 08:41","","Lat Pulldown (Cable)",,"shoulder width mag grips",2,"normal",130,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Stair Machine (Steps)",,"",0,"normal",,,,300,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Band Pullaparts",,"",0,"normal",,20,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Band Pullaparts",,"",1,"normal",,20,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Band Pullaparts",,"",2,"normal",,20,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Dead Hang",,"Vital back section",0,"normal",,,,15,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Dead Hang",,"Vital back section",1,"normal",,,,30,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Dead Hang",,"Vital back section",2,"normal",,,,30,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Stretching",,"",0,"normal",,,,526,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Kettlebell Goblet Squat",,"",0,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Kettlebell Goblet Squat",,"",1,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Kettlebell Goblet Squat",,"",2,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Kettlebell Around the World",,"",0,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Kettlebell Around the World",,"",1,"normal",53,10,,,
"Stretching","18 Feb 2026, 07:10","18 Feb 2026, 08:01","","Kettlebell Around the World",,"",2,"normal",53,10,,,
"Morning workout ☀️","17 Feb 2026, 08:11","17 Feb 2026, 08:59","","Clean and Jerk",,"",0,"normal",95,3,,,
